Date,Open,High,Low,Close,Adj Close,Volume
7/13/2007,1547.68,1555.1,1544.85,1552.5,1552.5,2801120000
7/16/2007,1552.5,1555.9,1546.69,1549.52,1549.52,2704110000
7/17/2007,1549.52,1555.32,1547.74,1549.37,1549.37,3007140000
7/18/2007,1549.2,1549.2,1533.67,1546.17,1546.17,3609220000
7/19/2007,1546.13,1555.2,1546.13,1553.08,1553.08,3251450000
7/20/2007,1553.19,1553.19,1529.2,1534.1,1534.1,3745780000
7/23/2007,1534.06,1547.23,1534.06,1541.57,1541.57,3102700000
7/24/2007,1541.57,1541.57,1508.62,1511.04,1511.04,4115830000
7/25/2007,1511.03,1524.31,1503.73,1518.09,1518.09,4283200000
7/26/2007,1518.09,1518.09,1465.3,1482.66,1482.66,4472550000
7/27/2007,1482.44,1488.53,1458.95,1458.95,1458.95,4784650000
7/30/2007,1458.93,1477.88,1454.32,1473.91,1473.91,4128780000
7/31/2007,1473.9,1488.3,1454.25,1455.27,1455.27,4524520000
8/1/2007,1455.18,1468.38,1439.59,1465.81,1465.81,5256780000
8/2/2007,1465.46,1476.43,1460.58,1472.2,1472.2,4368850000
8/3/2007,1472.18,1473.23,1432.8,1433.06,1433.06,4272110000
8/6/2007,1433.04,1467.67,1427.39,1467.67,1467.67,5067200000
8/7/2007,1467.62,1488.3,1455.8,1476.71,1476.71,4909390000
8/8/2007,1476.22,1503.89,1476.22,1497.49,1497.49,5499560000
8/9/2007,1497.21,1497.21,1453.09,1453.09,1453.09,5889600000
8/10/2007,1453.09,1462.02,1429.74,1453.64,1453.64,5345780000
8/13/2007,1453.42,1466.29,1451.54,1452.92,1452.92,3696280000
8/14/2007,1452.87,1456.74,1426.2,1426.54,1426.54,3814630000
8/15/2007,1426.15,1440.78,1404.36,1406.7,1406.7,4290930000
8/16/2007,1406.64,1415.97,1370.6,1411.27,1411.27,6509300000
8/17/2007,1411.26,1450.33,1411.26,1445.94,1445.94,3570040000
8/20/2007,1445.94,1451.75,1430.54,1445.55,1445.55,3321340000
8/21/2007,1445.55,1455.32,1439.76,1447.12,1447.12,3012150000
8/22/2007,1447.03,1464.86,1447.03,1464.07,1464.07,3309120000
8/23/2007,1464.05,1472.06,1453.88,1462.5,1462.5,3084390000
8/24/2007,1462.34,1479.4,1460.54,1479.37,1479.37,2541400000
8/27/2007,1479.36,1479.36,1465.98,1466.79,1466.79,2406180000
8/28/2007,1466.72,1466.72,1432.01,1432.36,1432.36,3078090000
8/29/2007,1432.01,1463.76,1432.01,1463.76,1463.76,2824070000
8/30/2007,1463.67,1468.43,1451.25,1457.64,1457.64,2582960000
8/31/2007,1457.61,1481.47,1457.61,1473.99,1473.99,2731610000
9/4/2007,1473.96,1496.4,1472.15,1489.42,1489.42,2766600000
9/5/2007,1488.76,1488.76,1466.34,1472.29,1472.29,2991600000
9/6/2007,1472.03,1481.49,1467.41,1478.55,1478.55,2459590000
9/7/2007,1478.55,1478.55,1449.07,1453.55,1453.55,3191080000
9/10/2007,1453.5,1462.25,1439.29,1451.7,1451.7,2835720000
9/11/2007,1451.69,1472.48,1451.69,1471.49,1471.49,3015330000
9/12/2007,1471.1,1479.5,1465.75,1471.56,1471.56,2885720000
9/13/2007,1471.47,1489.58,1471.47,1483.95,1483.95,2877080000
9/14/2007,1483.95,1485.99,1473.18,1484.25,1484.25,2641740000
9/17/2007,1484.24,1484.24,1471.82,1476.65,1476.65,2598390000
9/18/2007,1476.63,1519.89,1476.63,1519.78,1519.78,3708940000
9/19/2007,1519.75,1538.74,1519.75,1529.03,1529.03,3846750000
9/20/2007,1528.69,1529.14,1516.42,1518.75,1518.75,2957700000
9/21/2007,1518.75,1530.89,1518.75,1525.75,1525.75,3679460000
9/24/2007,1525.75,1530.18,1516.15,1517.73,1517.73,3131310000
9/25/2007,1516.34,1518.27,1507.13,1517.21,1517.21,3187770000
9/26/2007,1518.62,1529.39,1518.62,1525.42,1525.42,3237390000
9/27/2007,1527.32,1532.46,1525.81,1531.38,1531.38,2872180000
9/28/2007,1531.24,1533.74,1521.99,1526.75,1526.75,2925350000
10/1/2007,1527.29,1549.02,1527.25,1547.04,1547.04,3281990000
10/2/2007,1546.96,1548.01,1540.37,1546.63,1546.63,3101910000
10/3/2007,1545.8,1545.84,1536.34,1539.59,1539.59,3065320000
10/4/2007,1539.91,1544.02,1537.63,1542.84,1542.84,2690430000
10/5/2007,1543.84,1561.91,1543.84,1557.59,1557.59,2919030000
10/8/2007,1556.51,1556.51,1549,1552.58,1552.58,2040650000
10/9/2007,1553.18,1565.26,1551.82,1565.15,1565.15,2932040000
#########,1564.98,1565.42,1555.46,1562.47,1562.47,3044760000
#########,1564.72,1576.09,1546.72,1554.41,1554.41,3911260000
#########,1555.41,1563.03,1554.09,1561.8,1561.8,2788690000
#########,1562.25,1564.74,1540.81,1548.71,1548.71,3139290000
#########,1547.81,1547.81,1536.29,1538.53,1538.53,3234560000
#########,1544.44,1550.66,1526.01,1541.24,1541.24,3638070000
#########,1539.29,1542.79,1531.76,1540.08,1540.08,3203210000
#########,1540,1540,1500.26,1500.63,1500.63,4160970000
#########,1497.79,1508.06,1490.4,1506.33,1506.33,3471830000
#########,1509.3,1520.01,1503.61,1519.59,1519.59,3309120000
#########,1516.61,1517.23,1489.56,1515.88,1515.88,4003300000
#########,1516.15,1523.24,1500.46,1514.4,1514.4,4183960000
#########,1522.17,1535.53,1520.18,1535.28,1535.28,3612120000
#########,1536.92,1544.67,1536.43,1540.98,1540.98,3124480000
#########,1539.42,1539.42,1529.55,1531.02,1531.02,3212520000
#########,1532.15,1552.76,1529.4,1549.38,1549.38,3953070000
11/1/2007,1545.79,1545.79,1506.66,1508.44,1508.44,4241470000
11/2/2007,1511.07,1513.15,1492.53,1509.65,1509.65,4285990000
11/5/2007,1505.61,1510.84,1489.95,1502.17,1502.17,3819330000
11/6/2007,1505.33,1520.77,1499.07,1520.27,1520.27,3879160000
11/7/2007,1515.46,1515.46,1475.04,1475.62,1475.62,4353160000
11/8/2007,1475.27,1482.5,1450.31,1474.77,1474.77,5439720000
11/9/2007,1467.59,1474.09,1448.51,1453.7,1453.7,4587050000
#########,1453.66,1464.94,1438.53,1439.18,1439.18,4192520000
#########,1441.35,1481.37,1441.35,1481.05,1481.05,4141310000
#########,1483.4,1492.14,1466.47,1470.58,1470.58,4031470000
#########,1468.04,1472.67,1443.49,1451.15,1451.15,3941010000
#########,1453.09,1462.18,1443.99,1458.74,1458.74,4168870000
#########,1456.7,1456.7,1430.42,1433.27,1433.27,4119650000
#########,1434.51,1452.64,1419.28,1439.7,1439.7,4875150000
#########,1434.71,1436.4,1415.64,1416.77,1416.77,4076230000
#########,1417.62,1440.86,1417.62,1440.7,1440.7,1612720000
#########,1440.74,1446.09,1406.1,1407.22,1407.22,3706470000
#########,1409.59,1429.49,1407.43,1428.23,1428.23,4320720000
#########,1432.95,1471.62,1432.95,1469.02,1469.02,4508020000
#########,1467.41,1473.81,1458.36,1469.72,1469.72,3524730000
#########,1471.83,1488.94,1470.89,1481.14,1481.14,4422200000
12/3/2007,1479.63,1481.16,1470.08,1472.42,1472.42,3323250000
12/4/2007,1471.34,1471.34,1460.66,1462.79,1462.79,3343620000
12/5/2007,1465.22,1486.09,1465.22,1485.01,1485.01,3663660000
12/6/2007,1484.59,1508.02,1482.19,1507.34,1507.34,3568570000
12/7/2007,1508.6,1510.63,1502.66,1504.66,1504.66,3177710000
#########,1505.11,1518.27,1504.96,1515.96,1515.96,2911760000
#########,1516.68,1523.57,1475.99,1477.65,1477.65,4080180000
#########,1487.58,1511.96,1468.23,1486.59,1486.59,4482120000
#########,1483.27,1489.4,1469.21,1488.41,1488.41,3635170000
#########,1486.19,1486.67,1467.78,1467.95,1467.95,3401050000
#########,1465.05,1465.05,1445.43,1445.9,1445.9,3569030000
#########,1445.92,1460.16,1435.65,1454.98,1454.98,3723690000
#########,1454.7,1464.42,1445.31,1453,1453,3401300000
#########,1456.42,1461.53,1447.22,1460.12,1460.12,3526890000
#########,1463.19,1485.4,1463.19,1484.46,1484.46,4508590000
#########,1484.55,1497.63,1484.55,1496.45,1496.45,1267420000
#########,1495.12,1498.85,1488.2,1497.66,1497.66,2010500000
#########,1495.05,1495.05,1475.86,1476.27,1476.27,2365770000
#########,1479.83,1488.01,1471.7,1478.49,1478.49,2420510000
#########,1475.25,1475.83,1465.13,1468.36,1468.36,2440880000
1/2/2008,1467.97,1471.77,1442.07,1447.16,1447.16,3452650000
1/3/2008,1447.55,1456.8,1443.73,1447.16,1447.16,3429500000
1/4/2008,1444.01,1444.01,1411.19,1411.63,1411.63,4166000000
1/7/2008,1414.07,1423.87,1403.45,1416.18,1416.18,4221260000
1/8/2008,1415.71,1430.28,1388.3,1390.19,1390.19,4705390000
1/9/2008,1390.25,1409.19,1378.7,1409.13,1409.13,5351030000
1/10/2008,1406.78,1429.09,1395.31,1420.33,1420.33,5170490000
1/11/2008,1419.91,1419.91,1394.83,1401.02,1401.02,4495840000
1/14/2008,1402.91,1417.89,1402.91,1416.25,1416.25,3682090000
1/15/2008,1411.88,1411.88,1380.6,1380.95,1380.95,4601640000
1/16/2008,1377.41,1391.99,1364.27,1373.2,1373.2,5440620000
1/17/2008,1374.79,1377.72,1330.67,1333.25,1333.25,5303130000
1/18/2008,1333.9,1350.28,1312.51,1325.19,1325.19,6004840000
1/22/2008,1312.94,1322.09,1274.29,1310.5,1310.5,6544690000
1/23/2008,1310.41,1339.09,1270.05,1338.6,1338.6,3241680000
1/24/2008,1340.13,1355.15,1334.31,1352.07,1352.07,5735300000
1/25/2008,1357.32,1368.56,1327.5,1330.61,1330.61,4882250000
1/28/2008,1330.7,1353.97,1322.26,1353.96,1353.96,4100930000
1/29/2008,1355.94,1364.93,1350.19,1362.3,1362.3,4232960000
1/30/2008,1362.22,1385.86,1352.95,1355.81,1355.81,4742760000
1/31/2008,1351.98,1385.62,1334.08,1378.55,1378.55,4970290000
2/1/2008,1378.6,1396.02,1375.93,1395.42,1395.42,4650770000
2/4/2008,1395.38,1395.38,1379.69,1380.82,1380.82,3495780000
2/5/2008,1380.28,1380.28,1336.64,1336.64,1336.64,4315740000
2/6/2008,1339.48,1351.96,1324.34,1326.45,1326.45,4008120000
2/7/2008,1324.01,1347.16,1316.75,1336.91,1336.91,4589160000
2/8/2008,1336.88,1341.22,1321.06,1331.29,1331.29,3768490000
2/11/2008,1331.92,1341.4,1320.32,1339.13,1339.13,3593140000
2/12/2008,1340.55,1362.1,1339.36,1348.86,1348.86,4044640000
2/13/2008,1353.12,1369.23,1350.78,1367.21,1367.21,3856420000
2/14/2008,1367.33,1368.16,1347.31,1348.86,1348.86,3644760000
2/15/2008,1347.52,1350,1338.13,1349.99,1349.99,3583300000
2/19/2008,1355.86,1367.28,1345.05,1348.78,1348.78,3613550000
2/20/2008,1348.39,1363.71,1336.55,1360.03,1360.03,3870520000
2/21/2008,1362.21,1367.94,1339.34,1342.53,1342.53,3696660000
2/22/2008,1344.22,1354.3,1327.04,1353.11,1353.11,3572660000
2/25/2008,1352.75,1374.36,1346.03,1371.8,1371.8,3866350000
2/26/2008,1371.76,1387.34,1363.29,1381.29,1381.29,4096060000
2/27/2008,1378.95,1388.34,1372,1380.02,1380.02,3904700000
2/28/2008,1378.16,1378.16,1363.16,1367.68,1367.68,3938580000
2/29/2008,1364.07,1364.07,1325.42,1330.63,1330.63,4426730000
3/3/2008,1330.45,1335.13,1320.04,1331.34,1331.34,4117570000
3/4/2008,1329.58,1331.03,1307.39,1326.75,1326.75,4757180000
3/5/2008,1327.69,1344.19,1320.22,1333.7,1333.7,4277710000
3/6/2008,1332.2,1332.2,1303.42,1304.34,1304.34,4323460000
3/7/2008,1301.53,1313.24,1282.43,1293.37,1293.37,4565410000
3/10/2008,1293.16,1295.01,1272.66,1273.37,1273.37,4261240000
3/11/2008,1274.4,1320.65,1274.4,1320.65,1320.65,5109080000
3/12/2008,1321.13,1333.26,1307.86,1308.77,1308.77,4414280000
3/13/2008,1305.26,1321.68,1282.11,1315.48,1315.48,5073360000
3/14/2008,1316.05,1321.47,1274.86,1288.14,1288.14,5153780000
3/17/2008,1283.21,1287.5,1256.98,1276.6,1276.6,5683010000
3/18/2008,1277.16,1330.74,1277.16,1330.74,1330.74,5335630000
3/19/2008,1330.97,1341.51,1298.42,1298.42,1298.42,5358550000
3/20/2008,1299.67,1330.67,1295.22,1329.51,1329.51,6145220000
3/24/2008,1330.29,1359.68,1330.29,1349.88,1349.88,4499000000
3/25/2008,1349.07,1357.47,1341.21,1352.99,1352.99,4145120000
3/26/2008,1352.45,1352.45,1336.41,1341.13,1341.13,4055670000
3/27/2008,1340.34,1345.62,1325.66,1325.76,1325.76,4037930000
3/28/2008,1327.02,1334.87,1312.95,1315.22,1315.22,3686980000
3/31/2008,1315.92,1328.52,1312.81,1322.7,1322.7,4188990000
4/1/2008,1326.41,1370.18,1326.41,1370.18,1370.18,4745120000
4/2/2008,1369.96,1377.95,1361.55,1367.53,1367.53,4320440000
4/3/2008,1365.69,1375.66,1358.68,1369.31,1369.31,3920100000
4/4/2008,1369.85,1380.91,1362.83,1370.4,1370.4,3703100000
4/7/2008,1373.69,1386.74,1369.02,1372.54,1372.54,3747780000
4/8/2008,1370.16,1370.16,1360.62,1365.54,1365.54,3602500000
4/9/2008,1365.5,1368.39,1349.97,1354.49,1354.49,3556670000
4/10/2008,1355.37,1367.24,1350.11,1360.55,1360.55,3686150000
4/11/2008,1357.98,1357.98,1331.21,1332.83,1332.83,3723790000
4/14/2008,1332.2,1335.64,1326.16,1328.32,1328.32,3565020000
4/15/2008,1331.72,1337.72,1324.35,1334.43,1334.43,3581230000
4/16/2008,1337.02,1365.49,1337.02,1364.71,1364.71,4260370000
4/17/2008,1363.37,1368.6,1357.25,1365.56,1365.56,3713880000
4/18/2008,1369,1395.9,1369,1390.33,1390.33,4222380000
4/21/2008,1387.72,1390.23,1379.25,1388.17,1388.17,3420570000
4/22/2008,1386.43,1386.43,1369.84,1375.94,1375.94,3821900000
4/23/2008,1378.4,1387.87,1372.24,1379.93,1379.93,4103610000
4/24/2008,1380.52,1397.72,1371.09,1388.82,1388.82,4461660000
4/25/2008,1387.88,1399.11,1379.98,1397.84,1397.84,3891150000
4/28/2008,1397.96,1402.9,1394.4,1396.37,1396.37,3607000000
4/29/2008,1395.61,1397,1386.7,1390.94,1390.94,3815320000
4/30/2008,1391.22,1404.57,1384.25,1385.59,1385.59,4508890000
5/1/2008,1385.97,1410.07,1383.07,1409.34,1409.34,4448780000
5/2/2008,1409.16,1422.72,1406.25,1413.9,1413.9,3953030000
5/5/2008,1415.34,1415.34,1404.37,1407.49,1407.49,3410090000
5/6/2008,1405.6,1421.57,1397.1,1418.26,1418.26,3924100000
5/7/2008,1417.49,1419.54,1391.16,1392.57,1392.57,4075860000
5/8/2008,1394.29,1402.35,1389.39,1397.68,1397.68,3827550000
5/9/2008,1394.9,1394.9,1384.11,1388.28,1388.28,3518620000
5/12/2008,1389.4,1404.06,1386.2,1403.58,1403.58,3370630000
5/13/2008,1404.4,1406.3,1396.26,1403.04,1403.04,4018590000
5/14/2008,1405.65,1420.19,1405.65,1408.66,1408.66,3979370000
5/15/2008,1408.36,1424.4,1406.87,1423.57,1423.57,3836480000
5/16/2008,1423.89,1425.82,1414.35,1425.35,1425.35,3842590000
5/19/2008,1425.28,1440.24,1421.63,1426.63,1426.63,3683970000
5/20/2008,1424.49,1424.49,1409.09,1413.4,1413.4,3854320000
5/21/2008,1414.06,1419.12,1388.81,1390.71,1390.71,4517990000
5/22/2008,1390.83,1399.07,1390.23,1394.35,1394.35,3955960000
5/23/2008,1392.2,1392.2,1373.72,1375.93,1375.93,3516380000
5/27/2008,1375.97,1387.4,1373.07,1385.35,1385.35,3588860000
5/28/2008,1386.54,1391.25,1378.16,1390.84,1390.84,3927240000
5/29/2008,1390.5,1406.32,1388.59,1398.26,1398.26,3894440000
5/30/2008,1398.36,1404.46,1398.08,1400.38,1400.38,3845630000
6/2/2008,1399.62,1399.62,1377.79,1385.67,1385.67,3714320000
6/3/2008,1386.42,1393.12,1370.12,1377.65,1377.65,4396380000
6/4/2008,1376.26,1388.18,1371.74,1377.2,1377.2,4338640000
6/5/2008,1377.48,1404.05,1377.48,1404.05,1404.05,4350790000
6/6/2008,1400.06,1400.06,1359.9,1360.68,1360.68,4771660000
6/9/2008,1360.83,1370.63,1350.62,1361.76,1361.76,4404570000
6/10/2008,1358.98,1366.84,1351.56,1358.44,1358.44,4635070000
6/11/2008,1357.09,1357.09,1335.47,1335.49,1335.49,4779980000
6/12/2008,1335.78,1353.03,1331.29,1339.87,1339.87,4734240000
6/13/2008,1341.81,1360.03,1341.71,1360.03,1360.03,4080420000
6/16/2008,1358.85,1364.7,1352.07,1360.14,1360.14,3706940000
6/17/2008,1360.71,1366.59,1350.54,1350.93,1350.93,3801960000
6/18/2008,1349.59,1349.59,1333.4,1337.81,1337.81,4573570000
6/19/2008,1336.89,1347.66,1330.5,1342.83,1342.83,4811670000
6/20/2008,1341.02,1341.02,1314.46,1317.93,1317.93,5324900000
6/23/2008,1319.77,1323.78,1315.31,1318,1318,4186370000
6/24/2008,1317.23,1326.02,1304.42,1314.29,1314.29,4705050000
6/25/2008,1314.54,1335.63,1314.54,1321.97,1321.97,4825640000
6/26/2008,1316.29,1316.29,1283.15,1283.15,1283.15,5231280000
6/27/2008,1283.6,1289.45,1272,1278.38,1278.38,6208260000
6/30/2008,1278.06,1290.31,1274.86,1280,1280,5032330000
7/1/2008,1276.69,1285.31,1260.68,1284.91,1284.91,5846290000
7/2/2008,1285.82,1292.17,1261.51,1261.52,1261.52,5276090000
7/3/2008,1262.96,1271.48,1252.01,1262.9,1262.9,3247590000
7/7/2008,1262.9,1273.95,1240.68,1252.31,1252.31,5265420000
7/8/2008,1251.84,1274.17,1242.84,1273.7,1273.7,6034110000
7/9/2008,1273.38,1277.36,1244.57,1244.69,1244.69,5181000000
7/10/2008,1245.25,1257.65,1236.76,1253.39,1253.39,5840430000
7/11/2008,1248.66,1257.27,1225.35,1239.49,1239.49,6742200000
7/14/2008,1241.61,1253.5,1225.01,1228.3,1228.3,5434860000
7/15/2008,1226.83,1234.35,1200.44,1214.91,1214.91,7363640000
7/16/2008,1214.65,1245.52,1211.39,1245.36,1245.36,6738630000
7/17/2008,1246.31,1262.31,1241.49,1260.32,1260.32,7365210000
7/18/2008,1258.22,1262.23,1251.81,1260.68,1260.68,5653280000
7/21/2008,1261.82,1267.74,1255.7,1260,1260,4630640000
7/22/2008,1257.08,1277.42,1248.83,1277,1277,6180230000
7/23/2008,1278.87,1291.17,1276.06,1282.19,1282.19,6705830000
7/24/2008,1283.22,1283.22,1251.48,1252.54,1252.54,6127980000
7/25/2008,1253.51,1263.23,1251.75,1257.76,1257.76,4672560000
7/28/2008,1257.76,1260.09,1234.37,1234.37,1234.37,4282960000
7/29/2008,1236.38,1263.2,1236.38,1263.2,1263.2,5414240000
7/30/2008,1264.52,1284.33,1264.52,1284.26,1284.26,5631330000
7/31/2008,1281.37,1284.93,1265.97,1267.38,1267.38,5346050000
8/1/2008,1269.42,1270.52,1254.54,1260.31,1260.31,4684870000
8/4/2008,1253.27,1260.49,1247.45,1249.01,1249.01,4562280000
8/5/2008,1254.87,1284.88,1254.67,1284.88,1284.88,1219310000
8/6/2008,1283.99,1291.67,1276,1289.19,1289.19,4873420000
8/7/2008,1286.51,1286.51,1264.29,1266.07,1266.07,5319380000
8/8/2008,1266.29,1297.85,1262.11,1296.32,1296.32,4966810000
8/11/2008,1294.42,1313.15,1291.41,1305.32,1305.32,5067310000
8/12/2008,1304.79,1304.79,1285.64,1289.59,1289.59,4711290000
8/13/2008,1288.64,1294.03,1274.86,1285.83,1285.83,4787600000
8/14/2008,1282.11,1300.11,1276.84,1292.93,1292.93,4064000000
8/15/2008,1293.85,1302.05,1290.74,1298.2,1298.2,4041820000
8/18/2008,1298.14,1300.22,1274.51,1278.6,1278.6,3829290000
8/19/2008,1276.65,1276.65,1263.11,1266.69,1266.69,4159760000
8/20/2008,1267.34,1276.01,1261.16,1274.54,1274.54,4555030000
8/21/2008,1271.07,1281.4,1265.22,1277.72,1277.72,4032590000
8/22/2008,1277.59,1293.09,1277.59,1292.2,1292.2,3741070000
8/25/2008,1290.47,1290.47,1264.87,1266.84,1266.84,3420600000
8/26/2008,1267.03,1275.65,1263.21,1271.51,1271.51,3587570000
8/27/2008,1271.29,1285.05,1270.03,1281.66,1281.66,3499610000
8/28/2008,1283.79,1300.68,1283.79,1300.68,1300.68,3854280000
8/29/2008,1296.49,1297.59,1282.74,1282.83,1282.83,3288120000
9/2/2008,1287.83,1303.04,1272.2,1277.58,1277.58,4783560000
9/3/2008,1276.61,1280.6,1265.59,1274.98,1274.98,5056980000
9/4/2008,1271.8,1271.8,1232.83,1236.83,1236.83,5212500000
9/5/2008,1233.21,1244.94,1217.23,1242.31,1242.31,5017080000
9/8/2008,1249.5,1274.42,1247.12,1267.79,1267.79,7351340000
9/9/2008,1267.98,1268.66,1224.51,1224.51,1224.51,7380630000
9/10/2008,1227.5,1243.9,1221.6,1232.04,1232.04,6543440000
9/11/2008,1229.04,1249.98,1211.54,1249.05,1249.05,6869250000
9/12/2008,1245.88,1255.09,1233.81,1251.7,1251.7,6273260000
9/15/2008,1250.92,1250.92,1192.7,1192.7,1192.7,8279510000
9/16/2008,1188.31,1214.84,1169.28,1213.6,1213.6,9459830000
9/17/2008,1210.34,1210.34,1155.88,1156.39,1156.39,9431870000
9/18/2008,1157.08,1211.14,1133.5,1206.51,1206.51,10082690000
9/19/2008,1213.11,1265.12,1213.11,1255.08,1255.08,9387170000
9/22/2008,1255.37,1255.37,1205.61,1207.09,1207.09,5368130000
9/23/2008,1207.61,1221.15,1187.06,1188.22,1188.22,5185730000
9/24/2008,1188.79,1197.41,1179.79,1185.87,1185.87,4820360000
9/25/2008,1187.87,1220.03,1187.87,1209.18,1209.18,5877640000
9/26/2008,1204.47,1215.77,1187.54,1213.27,1213.27,5383610000
9/29/2008,1209.07,1209.07,1106.42,1106.42,1106.42,7305060000
9/30/2008,1113.78,1168.03,1113.78,1166.36,1166.36,4937680000
10/1/2008,1164.17,1167.03,1140.77,1161.06,1161.06,5782130000
10/2/2008,1160.64,1160.64,1111.43,1114.28,1114.28,6285640000
10/3/2008,1115.16,1153.82,1098.14,1099.23,1099.23,6716120000
10/6/2008,1097.56,1097.56,1007.97,1056.89,1056.89,7956020000
10/7/2008,1057.6,1072.91,996.23,996.23,996.23,7069210000
10/8/2008,988.91,1021.06,970.97,984.94,984.94,8716330000
10/9/2008,988.42,1005.25,909.19,909.92,909.92,6819000000
#########,902.31,936.36,839.8,899.22,899.22,11456230000
#########,912.75,1006.93,912.75,1003.35,1003.35,7263370000
#########,1009.97,1044.31,972.07,998.01,998.01,8161990000
#########,994.6,994.6,903.99,907.84,907.84,6542330000
#########,909.53,947.71,865.83,946.43,946.43,7984500000
#########,942.29,984.64,918.74,940.55,940.55,6581780000
#########,943.51,985.4,943.51,985.4,985.4,5175640000
#########,980.4,985.44,952.47,955.05,955.05,5121830000
#########,951.67,951.67,875.81,896.78,896.78,6147980000
#########,899.08,922.83,858.44,908.11,908.11,7189900000
#########,895.22,896.3,852.85,876.77,876.77,6550050000
#########,874.28,893.78,846.75,848.92,848.92,5558050000
#########,848.92,940.51,845.27,940.51,940.51,7096950000
#########,939.51,969.97,922.26,930.09,930.09,7077800000
#########,939.38,963.23,928.5,954.09,954.09,6175830000
#########,953.11,984.38,944.59,968.75,968.75,6394350000
11/3/2008,968.67,975.57,958.82,966.3,966.3,4492280000
11/4/2008,971.31,1007.51,971.31,1005.75,1005.75,5531290000
11/5/2008,1001.84,1001.84,949.86,952.77,952.77,5426640000
11/6/2008,952.4,952.4,899.73,904.88,904.88,6102230000
11/7/2008,907.44,931.46,906.9,930.99,930.99,4931640000
#########,936.75,951.95,907.47,919.21,919.21,4572000000
#########,917.15,917.15,884.9,898.95,898.95,4998340000
#########,893.39,893.39,850.48,852.3,852.3,5764180000
#########,853.13,913.01,818.69,911.29,911.29,7849120000
#########,904.36,916.88,869.88,873.29,873.29,5881030000
#########,873.23,882.29,848.98,850.75,850.75,4927490000
#########,852.34,865.9,826.84,859.12,859.12,6679470000
#########,859.03,864.57,806.18,806.58,806.58,6548600000
#########,805.87,820.52,747.78,752.44,752.44,9093740000
#########,755.84,801.2,741.02,800.03,800.03,9495900000
#########,801.2,865.6,801.2,851.81,851.81,7879440000
#########,853.4,868.94,834.99,857.39,857.39,6952700000
#########,852.9,887.68,841.37,887.68,887.68,5793260000
#########,886.89,896.25,881.21,896.24,896.24,2740860000
12/1/2008,888.61,888.61,815.69,816.21,816.21,6052010000
12/2/2008,817.94,850.54,817.94,848.81,848.81,6170100000
12/3/2008,843.6,873.12,827.6,870.74,870.74,6221880000
12/4/2008,869.75,875.6,833.6,845.22,845.22,5860390000
12/5/2008,844.43,879.42,818.41,876.07,876.07,6165370000
12/8/2008,882.71,918.57,882.71,909.7,909.7,6553600000
12/9/2008,906.48,916.26,885.38,888.67,888.67,5693110000
